JKFA023;Colpohystérectomie totale élargie aux paramètres, par abord vaginal
HPKB001;Changement d'un cathéter de dialyse péritonéale, par voie transcutanée
HPCA001;Dérivation péritonéoveineuse
HMQE001;Cholangioscopie par un orifice de drainage biliaire externe déjà en place
HPMA001;Épiploplastie intraabdominale par libération de la grande courbure gastrique avec pédiculisation sur un pédicule gastroépiploïque, au cours d'une intervention par laparotomie
HMMA002;Internalisation secondaire de plusieurs drainages biliaires externes déjà en place
JAHJ005;Ponction des cavités du rein, par voie transcutanée avec guidage échographique
JAQJ001;Échographie transcutanée unilatérale ou bilatérale du rein et de la région lombale, avec échographie transcutanée de la vessie et échographie de la prostate et des vésicules séminales par voie rectale
JAFA013;Prélèvement d'un rein sur un donneur vivant, par abord direct
JAFC008;Résection de kyste non parasitaire du rein, par coelioscopie ou par rétropéritonéoscopie
HESA008;Fermeture de fistule oesotrachéale acquise avec résection-anastomose de la trachée, par cervicotomie
HFMC001;Confection d'une valve tubérositaire avec libération de la grande courbure gastrique, par coelioscopie
HFKA001;Changement ou repositionnement du dispositif d'accès d'un anneau ajustable périgastrique pour obésité morbide, par abord direct
HFCA002;Gastrostomie cutanée, par laparotomie
HFFC012;Gastrectomie partielle inférieure avec anastomose gastroduodénale, par coelioscopie
HJEA004;Abaissement du rectum pour malformation anorectale haute ou intermédiaire, par abord périnéal médian
HHPA002;Colotomie exploratrice, par laparotomie
HBGD403;Avulsion de 4 dents à couronne sousmuqueuse ou en désinclusion muqueuse
HHLH001;Pose d'une endoprothèse du côlon, avec guidage radiologique
HJFA015;Résection rectocolique totale pour aganglionose congénitale par laparotomie, avec rétablissement de la continuité par laparotomie ou par voie anale
HJFC031;Résection rectosigmoïdienne dépassant le cul-de-sac de Douglas, sans rétablissement de la continuité, par coelioscopie
HJQD001;Examen du rectum sous anesthésie générale, par voie anale
HJHD001;Biopsie rectale par aspiration de la muqueuse par sonde
HKMA002;Suture du muscle sphincter externe de l'anus [Sphinctérorraphie anale directe] pour incontinence anale, avec myorraphie des muscles élévateurs de l'anus
HJFA001;Résection rectocolique avec abaissement colique rétrorectal par laparotomie, avec anastomose colorectale par voie anale
HMFA009;Résection de la voie biliaire principale pédiculaire avec anastomose biliodigestive, par laparotomie
HLNN900;Destruction de tumeur hépatique par radiofréquence, par voie transcutanée avec guidage remnographique [IRM]
HHPA001;Colotomie à visée thérapeutique, par laparotomie
HHNE004;Séance de destruction de lésion du côlon et/ou du rectum sans laser, par rectosigmoïdoscopie ou par coloscopie partielle
JJFC002;Exérèse de reliquat embryonnaire du ligament large, par coelioscopie
JKMA001;Hystéroplastie, par laparotomie
JKDA042;Hystéropexie antérieure, par laparotomie
JJPC003;Interruption unilatérale ou bilatérale de la perméabilité des trompes utérines, par coelioscopie
JKND004;Destruction de lésion du col de l'utérus par colposcopie, sans laser
JKFA020;Colpohystérectomie totale élargie aux paramètres, par coelioscopie et par abord vaginal
JKFA002;Hystérectomie totale avec colpopérinéorraphies antérieure et postérieure, par abord vaginal
JJFC010;Salpingoovariectomie [Annexectomie], par coelioscopie
JKGD001;Ablation d'un dispositif intra-utérin par un matériel intra-utérin de préhension, par voie vaginale
JKFA025;Hystérectomie totale avec colpopérinéorraphie antérieure ou postérieure, par abord vaginal
JKFC002;Hystérectomie subtotale, par coelioscopie
JKFA004;Hystérectomie totale avec annexectomie unilatérale ou bilatérale et suspension postérieure du dôme du vagin, par laparotomie
JJFA002;Résection partielle de l'ovaire, par laparotomie
JKFA013;Hystérectomie totale avec suspension postérieure du dôme du vagin, par laparotomie
JKFA022;Myomectomie multiple de l'utérus, par laparotomie
JJPA002;Ovariotomie exploratrice, par laparotomie
JHFA011;Amputation totale du pénis
JHGA002;Ablation d'une prothèse de testicule
JGND002;Cryothérapie de la prostate
JHPA001;Section ou plastie du frein du prépuce du pénis
JHSA002;Fermeture de fistule spongiocaverneuse du pénis
FERP858;Séance de photochimiothérapie extracorporelle des cellules sanguines mononucléées par technique fermée
JHQL001;Scintigraphie unilatérale ou bilatérale du testicule et/ou scintigraphie du pénis
JHMA001;Plastie du prépuce du pénis [Posthoplastie]
JHLB002;Infiltration de plaque de sclérose de l'albuginée des corps caverneux du pénis, par voie transcutanée
JHFB001;Prélèvement de spermatozoïdes au niveau du testicule, de l'épididyme ou du conduit déférent, par voie transcutanée
JLMA001;Création d'un néovagin par clivage intervésicorectal, par laparotomie et par abord périnéal
JLCA009;Colpopérinéorraphie postérieure, avec résection d'élytrocèle par abord vaginal
JMCA002;Suture immédiate de déchirure obstétricale du vagin, de la vulve et/ou du périnée [périnée simple]
LEFC002;Exérèse d'une hernie discale de la colonne vertébrale, par thoracoscopie
LDFA009;Corporectomie vertébrale partielle, par cervicotomie antérieure ou antérolatérale
LEHA002;Biopsie osseuse et/ou discale de la colonne vertébrale, par costotransversectomie
LDQK004;Radiographie du segment cervical et du segment thoracique de la colonne vertébrale
LEFA011;Exérèse d'une hernie discale de la colonne vertébrale avec ostéosynthèse et/ou arthrodèse, par thoracotomie
MJMA012;Reconstruction de la partie cruciforme de la gaine fibreuse digitale [poulie de réflexion de tendon de muscle fléchisseur des doigts] par autogreffe sur un rayon de la main, par abord direct
NAPA005;Ostéotomie supraacétabulaire de l'os coxal par une section, avec capsuloplastie
NBGA010;Désépiphysiodèse centrale ou périphérique au fémur ou au tibia, avec ostéotomie
NAGA002;Évidement de l'os coxal avec comblement, par abord direct
NCCA012;Ostéosynthèse de fracture de l'extrémité distale de la fibula, à foyer ouvert
NBMA001;Reconstruction du fémur par greffe ou matériau inerte non prothétique, après résection "en bloc" d'une extrémité et/ou de la diaphyse
NAPA001;Ostéotomie supraacétabulaire de l'os coxal par une section, avec ostéotomie du fémur
NAFA003;Résection complète "en bloc" partielle ou totale d'un os coxal [hémibassin] emportant l'acétabulum
NBPA006;Ostéotomie bilatérale de valgisation-translation du col du fémur pour dysplasie congénitale
MZMP013;Confection d'un appareil rigide antébrachiopalmaire pour immobilisation initiale de fracture du membre supérieur, sans réduction
MZQK004;Radiographie de 3 segments du membre supérieur ou plus
MZMA001;Réparation d'une hémisection antérieure du poignet avec ischémie complète de la main
MJFA004;Ténosynovectomie des muscles extenseurs au poignet, par abord direct
MJPA010;Incision ou excision d'un panaris superficiel
MZEA005;Translocation digitale et/ou carpo-métacarpo-digitale d'un rayon de la main
MJPA013;Section ou plastie d'agrandissement de la partie cruciforme de la gaine fibreuse digitale [poulie de réflexion de tendon de muscle fléchisseur des doigts] sur un rayon de la main, par abord direct
MZMP004;Confection d'un appareil rigide au poignet et/ou à la main pour immobilisation initiale de fracture du membre supérieur, sans réduction
HHQK484;Scanographie du côlon avec insufflation [coloscopie virtuelle], sans injection intraveineuse de produit de contraste
MJPA009;Libération du tendon d'un muscle extenseur d'un doigt sur un rayon de la main, par abord direct
MZFA005;Amputation transradio-ulnaire
MJMA003;Réparation de la coiffe des rotateurs de l'épaule par autoplastie et/ou matériel prothétique, par abord direct
MGGA001;Ablation d'une prothèse totale radiocarpienne
MGPA001;Libération mobilisatrice des articulations du poignet, par abord direct
MHCA002;Suture ou plastie de l'appareil capsuloligamentaire de l'articulation métacarpophalangienne du pouce, par abord direct
MFPC001;Libération mobilisatrice de l'articulation du coude, par arthroscopie
MJEA015;Transfert musculotendineux et/ou ténodèse pour rétablissement de la fermeture des doigts longs et du pouce
MJCA003;Suture de plaies de tendon des muscles fléchisseurs des doigts, d'un nerf et d'une artère digitaux palmaires, sur un rayon de la main
MHMP003;Confection d'une orthèse statique de 3 doigts ou plus
MGFA003;Synovectomie totale des articulations du poignet, par arthrotomie
MGEA001;Réduction d'une luxation du poignet avec ostéosynthèse de fracture d'un os du carpe, par arthrotomie
MHJA001;Évacuation de collection articulaire de la main, par arthrotomie
ADEA001;Autogreffe du nerf facial, par abord transmastoïdien
ACFA029;Exérèse de tumeur de la pointe du rocher avec déroutement du nerf facial, par abord transpétreux
ACFA013;Exérèse de tumeur du tiers interne de l'étage moyen de la base du crâne intéressant l'angle sphénoorbitaire, par craniotomie
ADPA009;Section des nerfs pétreux, par abord suprapétreux
ACFA019;Exérèse de tumeur du foramen magnum avec déroutement de l'artère vertébrale, par craniotomie
ACHA003;Biopsie de lésion de la base du crâne, par endoscopie buccale ou nasale
ADPA010;Neurotomie vestibulaire, par abord rétrolabyrinthique
ACQJ002;Remnographie [IRM] du crâne et de son contenu, avec injection intraveineuse de produit de contraste
ACFA024;Exérèse de tumeur du foramen magnum sans déroutement de l'artère vertébrale, par craniotomie
ACHA002;Biopsie de lésion intracrânienne, par craniotomie
ACQH003;Scanographie du crâne et de son contenu, avec injection intraveineuse de produit de contraste
ADPA011;Décompression du nerf facial, par abord suprapétreux
ACHB001;Biopsie de lésion intracrânienne, par voie transcrânienne stéréotaxique
ACFA027;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord transotique
ADCA001;Déroutement et suture du nerf facial, par abord transmastoïdien
ACQL002;Tomoscintigraphie cérébrale par émission de positons, avec tépographe [caméra TEP] dédié
ADEA002;Autogreffe du nerf facial extrapétreux
ADFA006;Exérèse de lésion du nerf facial extrapétreux avec réparation immédiate
AEJA003;Évacuation d'hématome intraspinal [hématomyélie]
AEGB001;Ablation d'électrode de stimulation de la moelle épinière, par voie transcutanée
ADPA017;Section du nerf tympanique [de Jacobson] dans le cavum tympanique
ADFA005;Exérèse de lésion extracrânienne d'un nerf crânien sans réparation immédiate
ABJB002;Évacuation de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire
ACFA008;Exérèse de tumeur extraparenchymateuse de la convexité du cervelet sans atteinte de sinus veineux dural, par craniotomie
ACFA004;Exérèse de tumeur du clivus, par craniotomie
AALF002;Perfusion peropératoire de protection du parenchyme encéphalique, au cours d'une intervention avec CEC
ABGA001;Ablation d'un capteur de pression intracrânienne
ABFA001;Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, sans rapprochement orbitaire
AAPA900;Déconnexion d'une zone épileptogène, par craniotomie
ABCA002;Dérivation péritonéale ou atriale du liquide cérébrospinal ventriculaire, par abord direct
ABSA002;Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par abord translabyrinthique
ABJA003;Évacuation d'un hématome subdural chronique unilatéral, par craniotomie
HHNE001;Séance de destruction de lésion du côlon et/ou du rectum sans laser, par coloscopie totale
HKPA008;Mise à plat d'abcès et/ou de fistule haut de l'anus [transsphinctérien supérieur] ou à trajet complexe multiramifié, avec lambeau d'avancement
HLFA010;Hépatectomie centrale, par laparotomie
HMCC013;Cholédochoduodénostomie avec gastrojéjunostomie, par coelioscopie
HLHB001;Biopsie du foie, par voie transcutanée sans guidage
HLHH005;Biopsie du foie par voie jugulaire avec guidage échographique et/ou radiologique, avec prise de pression intraveineuse
HLFA008;Prélèvement d'un greffon hépatique total chez un sujet en état de mort encéphalique, avec hépatectomie de réduction
HMJH004;Drainage externe de conduit biliaire, par voie transcutanée avec guidage scanographique
HLHH006;Biopsie du foie sur une cible, par voie transcutanée avec guidage scanographique
JAQM004;Échographie transcutanée unilatérale ou bilatérale du rein et de la région lombale, avec échographie transcutanée de la vessie
JCMA004;Création d'un montage urétérovésical antireflux sans réimplantation urétérovésicale, par abord direct
JBMA001;Plastie du bassinet et de la jonction pyélo-urétérale, par abord direct
JCFC001;Urétérectomie totale, par coelioscopie ou par rétropéritonéoscopie
JCEC011;Réimplantation urétérovésicale bilatérale avec création de montage antireflux, par coelioscopie
JAQM003;Échographie transcutanée unilatérale ou bilatérale du rein et de la région lombale
JCFA005;Résection longitudinale modelante d'un méga-uretère avec réimplantation urétérovésicale et montage antireflux, par abord direct
HBGD402;Avulsion de 2 odontoïdes inclus ou de 2 dents surnuméraires à l'état de germe
JCGH005;Ablation et/ou fragmentation de calcul de l'uretère, par une néphrostomie déjà en place avec guidage échographique et/ou radiologique
